City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,lakatoro,-16.0999,167.4164,29.44,73,100,4.64,VU,1707275579
283,ola,59.5833,151.2833,-16.03,79,97,3.15,RU,1707275579
284,anloga,5.7947,0.8973,25.84,78,6,1.04,GH,1707275579
285,stanley,54.868,-1.6985,0.99,85,0,2.57,GB,1707275310
286,tayshet,55.9342,98.0044,-13.29,92,89,1.19,RU,1707275580
287,anaco,9.4389,-64.4728,28.5,56,88,1.24,VE,1707275580
288,mirny,62.5353,113.9611,-26.54,75,99,1.79,RU,1707275580
289,escanaba,45.7453,-87.0646,1.09,100,100,2.06,US,1707275580
290,vernon,50.2581,-119.2691,2.09,98,100,0.23,CA,1707275459
291,tamaqua,40.7973,-75.9694,0.08,73,0,0.0,US,1707275580
292,taltal,-25.4,-70.4833,21.28,85,26,1.33,CL,1707275580
293,macapa,0.0389,-51.0664,27.99,89,40,1.54,BR,1707275580
294,vila franca do campo,37.7167,-25.4333,18.23,89,100,8.99,PT,1707275581
295,chulym,55.0997,80.9572,-8.53,86,100,4.38,RU,1707275581
296,kasongo,-4.45,26.6667,19.89,98,100,1.44,CD,1707275581
297,fale old settlement,-9.3852,-171.2468,28.73,81,100,10.73,TK,1707275581
298,arauca,7.0847,-70.7591,24.24,90,84,1.05,CO,1707275581
299,deyang,31.1302,104.382,6.42,79,100,2.03,CN,1707275581
300,san patricio,28.017,-97.5169,15.92,69,66,2.61,US,1707275582
301,floresta,-8.6011,-38.5686,26.0,70,24,7.17,BR,1707275431
302,cusseta,32.3054,-84.7727,8.81,72,0,2.06,US,1707275582
303,bardai,11.65,7.2333,16.93,27,69,6.28,NG,1707275582
304,coron,11.9986,120.2043,29.52,65,75,2.65,PH,1707275582
305,la arena,-5.3466,-80.7109,28.26,57,53,6.95,PE,1707275583
306,redencao,-4.2258,-38.7306,24.09,97,100,1.0,BR,1707275583
307,hasaki,35.7333,140.8333,10.16,46,83,5.34,JP,1707275583
308,challapata,-18.9,-66.7667,10.61,67,85,2.59,BO,1707275583
309,maceio,-9.6658,-35.7353,25.69,100,40,0.51,BR,1707275583
310,guozhen,34.3659,107.359,2.23,68,99,1.08,CN,1707275583
311,kapuskasing,49.4169,-82.4331,0.61,97,100,2.08,CA,1707275583
312,laredo,27.5064,-99.5075,18.16,39,0,4.12,US,1707275404
313,leua,48.2156,18.6071,5.83,86,6,3.86,SK,1707275584
314,nema,57.5067,50.5011,-9.27,95,100,4.87,RU,1707275584
315,niamey,13.5137,2.1098,20.71,16,90,5.79,NE,1707275584
316,la sarre,48.8002,-79.1996,-0.31,96,100,3.3,CA,1707275507
317,tarija,-21.5355,-64.7296,16.16,88,98,0.81,BO,1707275584
318,chake chake,-5.2459,39.7666,26.14,87,96,2.59,TZ,1707275584
319,turuntayevo,52.2,107.6167,-23.95,85,51,1.23,RU,1707275585
320,yerofey pavlovich,53.9667,121.9667,-8.97,74,97,1.72,RU,1707275585
321,montecanal,41.6297,-0.9387,12.76,76,0,2.06,ES,1707275585
322,chongwe,-15.3292,28.682,19.32,97,57,1.82,ZM,1707275585
323,mashava,-20.0367,30.4823,21.76,68,45,1.52,ZW,1707275586
324,labuan bajo,-8.4964,119.8877,29.74,67,58,2.94,ID,1707275364
325,bloemfontein,-29.1211,26.214,12.71,82,0,0.0,ZA,1707275586
326,moyale,3.5167,39.0584,20.79,47,41,2.9,KE,1707275586
327,beypazari,40.1675,31.9211,5.94,62,18,1.42,TR,1707275586
328,mattoon,39.4831,-88.3728,1.92,93,0,0.0,US,1707275586
329,santa ana,33.7456,-117.8678,11.4,94,100,0.0,US,1707275532
330,road town,18.4167,-64.6167,26.05,84,50,10.33,VG,1707275587
331,ta`u,-14.2336,-169.5144,28.21,84,100,13.16,AS,1707275587
332,aykhal,66.0,111.5,-29.27,100,100,2.12,RU,1707275587
333,el jadid,33.2549,-8.506,13.07,76,0,3.89,MA,1707275587
334,okhotsk,59.3833,143.3,-19.05,76,100,4.26,RU,1707275587
335,masuguru,-11.3667,38.4167,23.19,99,100,1.53,TZ,1707275587
336,swainsboro,32.5974,-82.3337,7.03,61,0,1.54,US,1707275478
337,kavaratti,10.5669,72.642,27.99,72,32,3.89,IN,1707275588
338,dingwall,57.5953,-4.4272,2.02,87,98,2.11,GB,1707275588
339,kamar mushani,32.8439,71.3669,11.77,44,61,1.37,PK,1707275588
340,bonthe,7.5264,-12.505,25.32,93,0,1.26,SL,1707275588
341,wakkanai,45.4094,141.6739,-4.39,64,71,1.79,JP,1707275588
342,archangelos,36.2149,28.1149,12.99,84,4,1.35,GR,1707275588
343,vasylkiv,50.1869,30.3135,7.89,80,100,8.04,UA,1707275556
344,balapur,20.6667,76.7667,23.49,44,0,1.68,IN,1707275589
345,spas-klepiki,55.1347,40.1767,-15.04,100,100,0.35,RU,1707275589
346,vuktyl,63.8567,57.3094,-19.94,95,100,1.34,RU,1707275589
347,tofol,5.3248,163.0078,30.88,66,75,7.72,FM,1707275589
348,ulladulla,-35.35,150.4667,20.25,65,82,5.09,AU,1707275589
349,magdagachi,53.45,125.8,-9.44,74,100,2.33,RU,1707275589
350,lerwick,60.1545,-1.1494,0.0,58,99,7.13,GB,1707275589
351,shimoda,34.6667,138.95,4.5,72,96,3.5,JP,1707275589
352,puerto leguizamo,-0.1934,-74.7819,22.88,99,92,1.11,CO,1707275590
353,saquarema,-22.92,-42.5103,24.21,90,100,1.47,BR,1707275590
354,kurtamysh,54.9103,64.4319,-2.47,91,100,6.71,RU,1707275590
355,leon,21.1167,-101.6667,20.03,17,0,2.21,MX,1707275590
356,guiuan,11.0333,125.7247,26.95,77,95,7.01,PH,1707275590
357,ponta delgada,37.7333,-25.6667,18.4,88,75,8.75,PT,1707275590
358,tsiombe,-25.3,45.4833,22.35,92,5,1.53,MG,1707275591
359,pula,44.8683,13.8481,10.31,93,75,0.0,HR,1707275591
360,masumbwe,-3.6333,32.1833,17.27,95,24,1.08,TZ,1707275363
361,shwebo,22.5667,95.7,24.28,45,0,2.42,MM,1707275295
362,santiago,-33.4569,-70.6483,24.08,49,0,3.6,CL,1707275591
363,tha yang,12.9577,99.9055,32.77,36,0,0.1,TH,1707275591
364,cururupu,-1.8283,-44.8683,24.89,95,27,1.76,BR,1707275592
365,ban karon,7.8477,98.2985,29.95,70,100,3.0,TH,1707275592
366,pitimbu,-7.4706,-34.8086,28.33,78,30,3.39,BR,1707275592
367,tan-tan,28.438,-11.1032,15.72,33,3,2.42,MA,1707275592
368,qarqaraly,49.4058,75.4742,-8.53,76,97,4.34,KZ,1707275592
369,manacapuru,-3.2997,-60.6206,26.3,85,57,0.75,BR,1707275592
370,thomson,33.4707,-82.5046,5.53,87,0,0.0,US,1707275592
371,karratha,-20.7377,116.8463,34.03,37,100,4.93,AU,1707275396
372,quellon,-43.1167,-73.6167,11.13,71,34,2.75,CL,1707275593
373,mount isa,-20.7333,139.5,33.87,46,99,6.17,AU,1707275593
374,biryusinsk,55.9634,97.8235,-13.37,93,94,1.07,RU,1707275593
375,zhangzhou,24.5133,117.6556,12.93,84,88,1.49,CN,1707275593
376,port saint john's,-31.6229,29.5448,22.63,83,78,1.75,ZA,1707275593
377,mahina,-17.5065,-149.489,28.87,79,75,6.69,PF,1707275594
378,al mijlad,11.0333,27.7333,16.8,19,43,5.99,SD,1707275594
379,sindi,20.8,78.8667,22.49,58,0,4.09,IN,1707275594
380,constitucion,-35.3333,-72.4167,16.61,97,50,3.7,CL,1707275594
381,siwa oasis,29.2041,25.5195,12.63,63,0,2.54,EG,1707275594
382,igarka,67.4667,86.5833,-15.75,97,97,3.03,RU,1707275594
383,pasuquin,18.3328,120.6177,28.04,67,0,2.86,PH,1707275594
384,alpine,32.835,-116.7664,9.68,91,75,3.09,US,1707275594
385,puerto baquerizo moreno,-0.9,-89.6,25.5,86,31,5.04,EC,1707275595
386,nsanje,-16.92,35.262,23.31,94,83,1.33,MW,1707275595
387,akdepe,42.0551,59.3788,2.51,57,86,6.86,TM,1707275595
388,puerto armuelles,8.2833,-82.8667,25.99,84,25,1.34,PA,1707275442
389,el abiodh sidi cheikh,32.893,0.5484,8.03,41,0,2.32,DZ,1707275595
390,natal,-5.795,-35.2094,27.36,83,20,2.06,BR,1707275595
391,melfi,40.9965,15.6514,5.83,73,82,3.15,IT,1707275596
392,yamada,39.4667,141.95,4.15,48,53,1.66,JP,1707275596
393,prince rupert,54.3161,-130.3201,1.83,93,100,2.06,CA,1707275596
394,guichon,-32.35,-57.2,28.33,58,2,4.27,UY,1707275596
395,niafunke,15.9322,-3.9906,19.25,14,0,5.12,ML,1707275596
396,plastun,44.7561,136.2939,-5.22,43,0,3.08,RU,1707275596
397,saint-georges,12.0564,-61.7485,27.31,84,25,8.08,GD,1707275445
398,bulawayo,-20.15,28.5833,19.56,60,7,2.4,ZW,1707275597
399,george town,5.4112,100.3354,31.96,62,20,1.03,MY,1707275337
400,ormond-by-the-sea,29.3491,-81.0665,14.01,68,0,7.2,US,1707275597
401,chernogorsk,53.8236,91.2842,-24.24,92,93,0.0,RU,1707275597
402,smithers,54.7804,-127.1743,-3.82,86,100,2.06,CA,1707275597
403,nantucket,41.2835,-70.0995,1.12,86,75,5.66,US,1707275597
404,severo-yeniseyskiy,60.3725,93.0408,-9.12,97,95,1.79,RU,1707275598
405,colonia,50.9333,6.95,11.65,81,75,7.72,DE,1707275388
406,coquimbo,-29.9533,-71.3436,19.37,81,66,1.1,CL,1707275598
407,mpika,-11.8343,31.4529,16.28,98,100,1.7,ZM,1707275598
408,nishinoomote,30.7333,131.0,13.67,66,100,7.36,JP,1707275598
409,nuuk,64.1835,-51.7216,-6.66,45,75,16.98,GL,1707275460
410,marang,5.2056,103.2059,27.72,74,100,0.7,MY,1707275598
411,el granada,37.5027,-122.4694,12.42,81,100,6.69,US,1707275599
412,hovd,48.0056,91.6419,-19.53,93,51,0.39,MN,1707275599
413,arno,60.1167,18.6333,-4.56,74,100,5.57,SE,1707275599
414,broken hill,-31.95,141.4333,25.77,22,63,8.37,AU,1707275365
415,bataipora,-22.2953,-53.2711,23.28,79,100,2.01,BR,1707275482
416,hafar al-batin,28.4328,45.9708,8.32,57,0,2.57,SA,1707275599
417,muana,-1.5283,-49.2167,25.07,92,11,1.88,BR,1707275599
418,bishkul,54.7803,69.1033,-6.81,86,0,10.0,KZ,1707275600
419,christchurch,-43.5333,172.6333,25.74,62,68,7.2,NZ,1707275407
420,hopelchen,19.7667,-89.85,16.12,74,1,1.16,MX,1707275600
421,badger,64.8,-147.5333,-15.91,83,75,0.0,US,1707275600
422,tidjikja,18.5564,-11.4271,20.38,11,0,7.59,MR,1707275600
423,ust'-donetskiy,47.6419,40.8718,1.89,98,100,1.71,RU,1707275600
424,cabo san lucas,22.8909,-109.9124,22.61,68,100,3.6,MX,1707275523
425,bom jardim,-7.7958,-35.5872,22.67,92,53,1.23,BR,1707275601
426,sao tome,0.3365,6.7273,27.12,82,60,2.17,ST,1707275601
427,kailua-kona,19.6406,-155.9956,26.98,59,40,4.12,US,1707275386
428,ishim,56.1128,69.4902,-3.31,88,89,5.36,RU,1707275601
429,gunjur,13.2019,-16.7339,24.04,57,0,0.0,GM,1707275601
430,morehead city,34.7229,-76.726,7.0,75,100,6.17,US,1707275601
431,ancud,-41.8697,-73.8203,13.02,71,98,6.24,CL,1707275602
432,nova friburgo,-22.2819,-42.5311,17.43,96,100,0.54,BR,1707275602
433,kerikeri,-35.2268,173.9474,23.87,61,18,3.88,NZ,1707275402
434,whitby,54.4877,-0.615,4.1,79,100,3.13,GB,1707275602
435,nadi,-17.8,177.4167,28.0,83,75,4.12,FJ,1707275510
436,sitka,57.0531,-135.33,1.94,87,0,1.54,US,1707275602
437,nemuro,43.3236,145.575,-5.31,65,65,2.61,JP,1707275602
438,tafuna,-14.3358,-170.72,29.97,89,75,4.12,AS,1707275602
439,beatrice,40.2681,-96.747,8.05,66,0,4.12,US,1707275603
440,penzance,50.1186,-5.5371,14.31,97,100,11.08,GB,1707275603
441,macau,22.2006,113.5461,15.85,94,75,5.14,MO,1707275603
442,zhangatas,43.5667,69.75,3.75,92,100,15.57,KZ,1707275603
443,armacao de buzios,-22.7469,-41.8817,24.2,93,100,2.12,BR,1707275603
444,pskov,57.8136,28.3496,-7.05,86,40,4.02,RU,1707275603
445,baise city,23.8997,106.6133,11.49,80,100,1.17,CN,1707275603
446,buala,-8.145,159.5921,29.21,79,61,6.42,SB,1707275604
447,hoemul-li,41.4339,129.67,-0.76,51,0,1.48,KP,1707275604
448,kismayo,-0.3582,42.5454,26.85,87,84,6.24,SO,1707275604
449,south hedland,-20.4089,118.5983,37.96,13,83,9.77,AU,1707275604
450,st. john's,47.5649,-52.7093,-0.12,90,100,12.52,CA,1707275443
451,magadan,59.5667,150.8,-16.37,75,99,2.7,RU,1707275604
452,basco,20.4487,121.9702,24.98,77,6,5.52,PH,1707275605
453,weatherford,32.7593,-97.7972,14.51,57,100,0.45,US,1707275485
454,el calafate,-50.3408,-72.2768,11.61,83,88,5.89,AR,1707275605
455,nasarawa,8.5294,7.7242,24.24,22,68,2.13,NG,1707275605
456,ivins,37.1686,-113.6794,9.51,87,99,0.45,US,1707275605
457,nova vicosa,-17.8919,-39.3719,25.67,86,100,2.34,BR,1707275605
458,citrus springs,28.9975,-82.4707,12.6,61,0,0.0,US,1707275605
459,pemangkat,1.1667,108.9667,27.27,83,100,1.51,ID,1707275606
460,kruisfontein,-34.0033,24.7314,21.6,83,3,5.73,ZA,1707275606
461,sars,56.5502,57.1366,-3.08,90,100,6.14,RU,1707275606
462,hilo,19.7297,-155.09,22.01,79,100,4.12,US,1707275587
463,lionel town,17.8101,-77.2406,20.4,79,9,3.02,JM,1707275606
464,alpena,45.0617,-83.4327,1.18,92,0,2.06,US,1707275606
465,pervomayskiy,53.2485,40.2871,-13.08,98,79,2.26,RU,1707275606
466,tual,-5.6667,132.75,27.69,81,49,7.94,ID,1707275607
467,chui,-33.6971,-53.4616,20.23,79,1,4.2,UY,1707275607
468,narasannapeta,18.4167,84.05,26.14,64,0,1.82,IN,1707275607
469,kamin-kashyrskyi,51.6241,24.9586,7.33,78,100,10.49,UA,1707275607
470,quesnel,52.9999,-122.5029,-3.72,86,0,0.0,CA,1707275607
471,al ghayzah,16.2079,52.176,21.08,62,8,1.65,YE,1707275607
472,bosobolo,4.1833,19.9,23.06,39,29,1.24,CD,1707275608
473,east london,-33.0153,27.9116,21.52,94,0,4.12,ZA,1707275608
474,ivdel',60.6911,60.4206,-14.34,96,100,3.58,RU,1707275608
475,floro,61.5996,5.0328,-2.02,74,75,5.14,NO,1707275608
476,chapaev,50.2,51.1667,-5.74,84,96,13.04,KZ,1707275608
477,tangalle,6.024,80.7911,25.09,70,28,5.05,LK,1707275608
478,novosergiyevka,52.0934,53.6528,-7.52,94,100,10.17,RU,1707275609
479,baiti,13.745,-14.7482,25.98,17,0,0.91,SN,1707275609
480,megion,61.0296,76.1136,-0.99,93,100,5.06,RU,1707275406
481,dryden,49.7833,-92.7503,0.16,100,100,1.54,CA,1707275609
482,ebon,4.582,168.6964,28.25,79,68,7.42,MH,1707275609
483,auki,-8.7676,160.7034,28.52,80,97,4.9,SB,1707275614
484,mascota,20.5167,-104.7833,15.12,87,0,0.44,MX,1707275614
485,vadso,70.0744,29.7487,-11.91,92,100,8.23,NO,1707275614
486,ulsteinvik,62.3432,5.8487,-2.91,79,100,1.34,NO,1707275615
487,nawanshahr,31.1167,76.1333,8.19,63,0,3.3,IN,1707275615
488,saldanha,-33.0117,17.9442,18.03,94,0,3.64,ZA,1707275615
489,santa rosalia,27.3167,-112.2833,15.52,79,100,4.3,MX,1707275615
490,kuningan,-6.9758,108.4831,24.62,78,99,0.98,ID,1707275615
491,brookings,44.3114,-96.7984,5.1,96,0,3.6,US,1707275328
492,pithoro,25.5167,69.3833,18.71,43,100,4.06,PK,1707275615
493,saint-joseph,-21.3667,55.6167,24.21,78,82,1.61,RE,1707275615
494,sao jose da coroa grande,-8.8978,-35.1478,26.31,82,99,2.55,BR,1707275616
495,freetown,8.484,-13.2299,26.84,78,20,3.6,SL,1707275616
496,hadithah,34.1397,42.3781,11.61,59,1,3.68,IQ,1707275616
497,san luis de la loma,17.2706,-100.8939,24.36,82,16,0.34,MX,1707275616
498,nova sintra,14.8667,-24.7167,20.92,72,0,5.98,CV,1707275616
499,sandnessjoen,66.0217,12.6316,-15.71,96,100,6.98,NO,1707275617
500,walvis bay,-22.9575,14.5053,18.51,88,77,3.8,NA,1707275512
501,kapa'a,22.0752,-159.319,26.99,68,20,9.26,US,1707275617
502,tremonton,41.7119,-112.1655,5.81,83,100,0.0,US,1707275617
503,sirte,31.2089,16.5887,15.0,45,42,3.86,LY,1707275617
504,balkanabat,39.5108,54.3671,5.32,65,92,2.82,TM,1707275617
505,pyapon,16.2833,95.6833,28.21,35,0,2.32,MM,1707275618
506,fort-shevchenko,44.5086,50.263,2.13,86,100,12.48,KZ,1707275618
507,udachny,66.4167,112.4,-28.64,75,98,1.89,RU,1707275618
508,mil'kovo,55.6078,37.7956,-7.78,100,97,0.85,RU,1707275618
509,la jolla,32.8473,-117.2742,12.87,85,75,5.66,US,1707275618
510,weno,7.4515,151.8468,27.6,72,93,8.95,FM,1707275618
511,assare,-6.8744,-39.875,26.58,45,100,1.45,BR,1707275618
512,banda aceh,5.5577,95.3222,28.58,67,5,3.76,ID,1707275619
513,san antonio de pale,-1.4014,5.6325,27.86,75,65,2.84,GQ,1707275619
514,eureka,40.8021,-124.1637,9.96,86,60,3.58,US,1707275420
515,ati,13.2154,18.3353,16.85,24,99,4.8,TD,1707275619
516,nadym,65.5333,72.5167,-15.69,98,96,3.89,RU,1707275619
517,punta arenas,-53.15,-70.9167,11.06,71,75,4.12,CL,1707275619
518,motygino,58.1831,94.7592,-12.34,99,100,0.89,RU,1707275619
519,macouria,4.9167,-52.3667,25.97,100,40,3.09,GF,1707275620
520,sinabang,2.4803,96.3801,28.93,70,100,1.71,ID,1707275620
521,iglas,27.7167,77.9333,11.77,48,79,3.1,IN,1707275620
522,belyy yar,53.6039,91.3903,-24.06,92,97,0.0,RU,1707275620
523,zlatitsa,42.7167,24.1333,6.73,57,86,1.0,BG,1707275620
524,kegen,43.0197,79.2203,-14.03,73,38,3.81,KZ,1707275620
525,dzhalagash,45.0833,64.6667,-0.49,86,74,9.4,KZ,1707275621
526,presov,49.1667,21.25,1.87,90,88,1.38,SK,1707275438
527,mareeba,-17.0,145.4333,34.13,55,34,1.76,AU,1707275621
528,lata,40.1629,-8.3327,10.04,95,82,1.79,PT,1707275621
529,madimba,-10.4,40.3333,26.74,87,76,4.0,TZ,1707275621
530,lazaro cardenas,17.9583,-102.2,24.69,78,12,1.24,MX,1707275621
531,dudhani,17.3667,76.3667,26.48,38,0,2.31,IN,1707275621
532,saint-leu,-21.15,55.2833,25.46,71,61,1.06,RE,1707275622
533,cambria,35.5641,-121.0808,11.41,87,66,0.89,US,1707275622
534,ouargla,31.9493,5.325,8.04,53,0,0.0,DZ,1707275622
535,kill devil hills,36.0307,-75.676,5.55,75,100,10.8,US,1707275477
536,shache,38.4167,77.2406,-2.94,74,82,1.32,CN,1707275622
537,cradock,-32.1642,25.6192,20.42,73,3,0.9,ZA,1707275433
538,phu khiao,16.3765,102.1285,32.49,21,0,0.74,TH,1707275623
539,konarka,19.9,86.1167,25.22,81,0,1.7,IN,1707275623
540,berdigestyakh,62.0989,126.6992,-23.27,95,100,1.97,RU,1707275623
541,tingo maria,-9.2895,-76.0088,21.28,97,29,1.03,PE,1707275623
542,antsiranana,-12.2787,49.2917,23.91,92,100,0.45,MG,1707275623
543,kirkland lake,48.1446,-80.0377,0.16,74,100,1.54,CA,1707275623
544,hansot,21.5833,72.8,22.37,53,20,3.72,IN,1707275623
545,taoudenni,22.6783,-3.9836,17.14,16,0,4.52,ML,1707275624
546,morlaix,48.5833,-4.0,12.26,90,100,11.32,FR,1707275624
547,sakakah,29.9697,40.2064,6.76,66,5,1.18,SA,1707275624
548,iquitos,-3.7481,-73.2472,24.02,100,40,1.03,PE,1707275624
549,la'ie,21.6477,-157.9253,25.98,72,12,10.08,US,1707275624
550,luga,58.7372,29.8453,-13.13,97,98,2.64,RU,1707275624
551,talcahuano,-36.7167,-73.1167,16.45,96,71,3.22,CL,1707275625
552,kongsvinger,60.1905,11.9977,-8.07,96,100,1.77,NO,1707275625
553,shaffa,10.5067,12.3332,17.64,38,96,3.94,NG,1707275625
554,cacu,-18.5567,-51.1308,21.81,82,100,1.73,BR,1707275625
555,kyzyl-mazhalyk,51.1333,90.6,-27.27,90,49,1.34,RU,1707275625
556,lagos,6.5833,3.75,25.18,67,61,1.44,NG,1707275625
557,roosevelt,33.9668,-103.4505,10.12,48,100,8.02,US,1707275625
558,nuku'alofa,-21.1333,-175.2,29.19,70,40,4.63,TO,1707275625
559,kadugli,11.0167,29.7167,18.98,18,47,5.88,SD,1707275626
560,lycksele,64.5954,18.6735,-27.84,100,98,0.89,SE,1707275626
561,oltinko'l,40.8011,72.1634,2.43,43,97,2.06,UZ,1707275626
562,jinxiang,27.4327,120.6062,7.03,92,100,4.68,CN,1707275626
563,rodniki,57.1051,41.7305,-27.36,100,94,1.62,RU,1707275626
564,gedo,9.0167,37.45,11.98,59,64,1.04,ET,1707275626
565,gufeng,26.9083,118.9819,6.25,98,100,0.36,CN,1707275627
566,happy valley-goose bay,53.3168,-60.3315,-17.83,78,20,2.06,CA,1707275627
